# Glossary in tab-separated format -*- coding: utf-8 -*-
TheSingularity	Br/ASingularidade
TheSixties	Br/Anos60
TheSmartGuy	Br/CaraEsperto
TheSmartGuy	Br/OCaraEsperto
TheSmokingSection	Br/AreaParaFumantes
TheSmurfettePrinciple	Br/PrincipioDaSmurfette
TheSnarkKnight	Br/CavaleiroSarcastico
TheSocialDarwinist	Br/DarwinistaSocial
TheSocialExpert	Br/OEspecialistaSocial
TheSociopath	Br/OSociopata
TheSoftHeartedWarrior	Br/GuerreiroDeCoracaoMole
TheSparkOfGenius	Br/FagulhaDeGenialidade
TheSpock	Br/OSpock
TheSpymaster	Br/MestreEspiao
TheStoic	Br/OEstoico
TheStrongman	Br/OMusculoso
TheSummation	Br/OResumoDaOpera
TheTapeKnewYouWouldSayThat	Br/AFitaSabiaQueVoceDiriaIsso
TheTeam	Br/AEquipe
TheTeam	Br/OTime
TheTeamNormal	Br/OCaraComumDoGrupo
TheThemeParkVersion	Br/VersaoParqueTematico
TheTimeOfMyths	Br/IdadeDosMitos
TheTower	Br/ATorre
TheTrickster	Br/OMalandro
TheTrickster	Br/OTrapaceiro
TheTriple	Br/ATripla
TheTriple	Br/OTriplo
TheUnderworld	Br/OSubmundo
TheUnfettered	Br/OIrrestrito
TheUnfought	Br/ONaoEnfrentado
TheUnmasquedWorld	Br/OMundoDesmascarado
TheUnreveal	Br/ANaoRevelacao
TheUtterlyAndCompletelyDefinitiveGuideToCool	BrApenasPorLazer/OGuiaTotalmenteCompletoEDefinitivoDoQueELegal
TheVamp	Br/AVamp
TheVamp	Br/AVampe
TheVerse	Br/OVerso
TheVillainSucksSong	Br/CancaoDeOVilaoEUmaDroga
TheVirus	Br/OVirus
TheWalrusWasPaul	Br/AMorsaEraPaul
TheWarRoom	Br/SalaDeGuerra
TheWhiteHouse	Br/ACasaBranca
TheWildWest	Br/VelhoOeste
TheWisePrince	Br/PrincipeSabio
TheWonderland	Br/PaisDasMaravilhas
TheWonka	Br/OWonka
TheWoobie	Br/OCoitadinho
TheWorfEffect	Br/EfeitoWorf
TheWorldAsMyth	Br/OMundoComoMito
TheWorldIsNotReady	Br/OMundoNaoEstaPronto
TheWorldsExpertOnGettingKilled	Br/OEspecialistaMundialEmSerMorto
TheXenophile	Br/OXenofilo
Theatre/TheBirds	BrTeatro/AsAves
ThematicSequelLogoChange	Br/SequenciaTematicaComLogotipoDiferente
ThematicSeries	Br/SerieTematica
ThemeParkLandscape	Br/PaisagemDeParqueTematico
ThemeParks	Br/ParquesTematicos
ThenLetMeBeEvil	Br/EntaoEuVouSerDoMalMesmo
TheoryOfNarrativeCausality	Br/TeoriaDaCausalidadeNarrativa
ThereAreNoCoincidences	Br/NaoExistemCoincidencias
ThereAreNoGoodExecutives	Br/NaoExistemBonsExecutivos
ThereAreNoTherapists	Br/NaoExistemTerapeutas
TheresNoPlaceLikeHome	Br/NaoHaLugarMelhorQueOLar
TheseAreThingsManWasNotMeantToKnow	Br/EstasSaoCoisasQueOHomemNaoDeveriaSaber
TheseTropesShouldHelp	Br/EstesTroposDevemAjudar
TheyCalledMeMad	Br/DisseramQueEuEraMaluco
TheyChangedItNowItSucks	Br/ElesMudaramPorIssoEUmaDroga
TheyKilledKennyAgain	Br/ElesMataramOKennyDeNovo
TheyLookLikeUsNow	Br/AgoraElesSeParecemConosco
TheyWastedAPerfectlyGoodCharacter	Br/ElesDesperdicaramUmPersonagemPerfeitamenteBom
ThingsAreMoreEffectiveInHollywood	Br/CoisasSaoMaisEficazesEmHollywood
ThingsIWillDoIfIAmEverTheHero	BrApenasPorLazer/CoisasQueEuFareiSeAlgumDiaEuMeTornarHeroi
ThinksOfSomethingSmartSaysSomethingStupid	Br/PensaEmAlgoInteligenteDizAlgoEstupido
ThirdActStupidity	Br/EstupidezDoTerceiroAto
ThirdIs3D	Br/OTerceiroEEm3D
ThirdPersonPerson	Br/PessoaEmTerceiraPessoa
ThirstyDesert	Br/DesertoVoraz
ThirteenIsUnlucky	Br/TrezeSignificaAzar
ThisCannotBe	Br/NaoPodeSer
ThisImageIsNotAnExample	Br/EstaImagemNaoEUmExemplo
ThisIndexIsAnachronistic	Br/EsteIndiceEAnacronico
ThisIsGonnaSuck	Br/IssoVaiDoer
ThisIsUnforgivable	Br/IssoEImperdoavel
ThisLoserIsYou	Br/EsteFracassadoEVoce
ThisLoserIsYou	Br/EstePerdedorEVoce
ThoseTwoGuys	Br/AquelesDoisCaras
ThoseWackyNazis	Br/AquelesNazistasMalucos
ThouShaltNotKill	Br/NaoMataras
Thoughtcrime	Br/CrimeDePensamento
ThousandYearReign	Br/ReinadoDeMilAnos
ThreatBackfire	Br/AmeacaPelaCulatra
ThreeActStructure	Br/EstruturaDeTresAtos
ThreeLawsCompliant	Br/ConformidadeComAsTresLeis
ThreePlusTwo	Br/TresMaisDois
ThrivingGhostTown	Br/CidadeFantasmaProspera
ThroughTheEyesOfMadness	Br/AtravesDosOlhosDaLoucura
ThrowItIn	Br/DeixarAiMesmo
TidallyLockedPlanet	Br/PlanetaComTravaDeMare
TimeMachine	Br/MaquinaDoTempo
TimeMarchesOn	Br/AMarchaDoTempo
TimeTravel	Br/ViagemNoTempo
TimeyWimeyBall	Br/BolaDeTempobol
Title1	Br/Titulo1
Title1	Br/TituloUm
TitleDrop	Br/FalarONome
TitleDropAnthology	Br/AntologiaQueTrazONome
TitleDropChapter	Br/CapituloQueTrazONome
TitleScream	Br/GritarOTitulo
TitleThemeTune	Br/MusicaTemaDoTitulo
ToAbsentFriends	Br/AosAmigosAusentes
ToBeLawfulOrGood	Br/SerLealOuSerBom
TokenEvilTeammate	Br/ParceiroCotistaDoMal
TokenGoodTeammate	Br/ParceiroCotistaDoBem
TokenHeroicOrc	Br/OrcHeroicoCotista
TokenMinority	Br/CotistaDeMinoria
TokyoIsTheCenterOfTheUniverse	Br/ToquioEOCentroDoUniverso
TokyoTower	Br/TorreDeToquio
TomeOfEldritchLore	Br/TomoDeConhecimentoAlien
Tomorrowland	Br/TerraDoAmanha
ToneShift	Br/MudancaDeTom
TonightSomeoneDies	Br/EstaNoiteAlguemVaiMorrer
TooBleakStoppedCaring	Br/SombrioDemaisParaMeImportar
TooBleakStoppedCaring	Br/PesadoDemaisPareiDeMeImportar
TooCoolToLive	Br/LegalDemaisParaViver
TooDumbToFool	Br/BurroDemaisParaEnganar
TooDumbToLive	Br/BurroDemaisParaViver
TooGoodForExploiters	Br/BomDemaisParaAproveitadores
TooGoodForThisSinfulEarth	Br/BomDemaisParaEstaTerraPecadora
TooGoodToBeTrue	Br/BomDemaisParaSerVerdade
TooHappyToLive	Br/FelizDemaisParaMorrer
TooIncompetentToOperateABlanket	Br/BurroDemaisParaUsarUmCobertor
TooManyCooksSpoilTheSoup	Br/CozinheirosDemaisEstragamASopa
TooPowerfulToLive	Br/PoderosoDemaisParaViver
TookALevelInDumbass	Br/SubiuDeNivelEmBurrice
TookALevelInJerkass	Br/SubiuDeNivelEmBabaquice
TookALevelInKindness	Br/SubiuDeNivelEmBondade
TookAShortcut	Br/PegueiUmAtalho
ToothFairy	Br/FadaDoDente
TorchTheFranchiseAndRun	Br/IncendiarAFranquiaECorrer
TortureCellar	Br/PoraoDaTortura
TorturedMonster	Br/MonstroTorturado
TotalitarianUtilitarian	Br/TotalitarioUtilitario
TotallyNotACriminalFront	Br/DefinitivamenteNaoEUmaEmpresaDeFachada
TotallyRadical	Br/TotalmenteRadical
TownWithADarkSecret	Br/CidadeComUmSegredoSombrio
TradeSnark	Br/GracaRegistrada
TrademarkFavoriteFood	Br/ComidaPrediletaRegistrada
TragicBigot	Br/IntoleranteTragico
TragicHero	Br/HeroiTragico
TragicMistake	Br/ErroTragico
TrappedInAnotherWorld	Br/AprisionadoEmOutroMundo
TrappedInTheHost	Br/PresoNoHospedeiro
TrashyTouristTrap	Br/ArmadilhaDeTuristas
TraumaCongaLine	Br/FilaDaCongaTraumatica
TravelingAtTheSpeedOfPlot	Br/ViajandoNaVelocidadeDaTrama
TravelingLandmass	Br/MassaViajanteDeTerra
TreasureRoom	Br/SalaDoTesouro
TreehouseOfFun	Br/DivertidaCasaNaArvore
TreetopTown	Br/CidadeDossel
TreetopWorld	Br/MundoDossel
TrenchcoatBrigade	Br/BrigadaDeSobretudo
TrialAndErrorGameplay	Br/JogoDeTentativaEErro
TricksterMentor	Br/MentorTrapaceiro
TrilogyCreep	Br/ExpansaoDaTrilogia
TrojanPrisoner	Br/PrisioneiroDeTroia
TrollingCreator	Br/CriadorSacana
Trope	Br/{{Tropo}}
TropeBreaker	Br/DestruidorDeTropo
TropeCodifier	Br/CodificadorDeTropo
TropeEnjoymentLoophole	Br/BrechaParaAproveitamentoDeTropos
TropeMaker	Br/CriadorDeTropo
TropeNamers	Br/NomeadorDeTropo
TropeTelegraphing	Br/TelegrafandoOTropo
TropeTrigger	Br/GatilhoDeTropo
TroperDemographics	Br/DemografiaDosTropoeiros
Troperrific	Br/{{Tropotastico}}
Tropes	Br/{{Tropos}}	Não é a mesma página que "tropo".
TropesAreTools	Br/TroposSaoFerramentas
TropesAtSea	Br/TroposAoMar
TropesHiddenFromAudience	Br/TroposEscondidosDaPlateia
TropesInAggregate	Br/TropoAgregado
TropesInSpace	Br/TroposNoEspaco
TropesOfTheJungle	Br/TroposDaSelva
TrophyRoom	Br/SalaDeTrofeus
TropicalIslandAdventure	Br/IlhaTropicalDeAventuras
TroubledSympatheticBigot	Br/IntolerantePerturbadoESimpatico
TruceZone	Br/ZonaDeTregua
TrueArt	Br/VerdadeiraArte
TrueArtIsAngsty	Br/AVerdadeiraArteEAngustiante
TrueArtIsIncomprehensible	Br/AVerdadeiraArteEIncompreensivel
TrueCompanions	Br/CompanheirosLeais
TrueLoveIsBoring	Br/AmorVerdadeiroEEntediante
TrueNeutral	Br/NeutroNeutro
TrueNeutral	Br/VerdadeiroNeutro
TruthInTelevision	Br/VerdadeNaTelevisao
Tsundere	Br/{{Tsundere}}
TunnelNetwork	Br/RedeDeTuneis
TurnedAgainstTheirMasters	Br/VoltadosContraSeusMestres
TurtleIsland	Br/IlhaTartaruga
TwentyBearAsses	Br/VinteBundasDeUrso
TwentyMinutesIntoTheFuture	Br/VinteMinutosNoFuturo
TwentyMinutesIntoThePast	Br/VinteMinutosNoPassado
TwilightOfTheOldWest	Br/CrepusculoDoVelhoOeste
TwistEnding	Br/FinalDeReviravolta
TwoDecadesBehind	Br/DuasDecadasAtrasado
TwoGuysAndAGirl	Br/DoisCarasEUmaGarota
TwoPartTrilogy	Br/TrilogiaDeDuasPartes
TwoRightsMakeAWrong	Br/DoisAcertosCausamUmErro
UnCanceled	Br/{{Descancelado}}
UnConfession	Br/NaoConfissao
UnbuiltTrope	Br/TropoNaoConstruido
UncannyAtmosphere	Br/AtmosferaSinistra
UncannyValley	Br/ValeSinistro
UncannyVillage	Br/VilaSinistra
UnclePennybags	Br/TioPennybags
Uncoffee	Br/{{Descafe}}
UnconventionalAlignment	Br/AlinhamentoNaoConvencional
UndefeatableLittleVillage	Br/PequenaVilaInvencivel
Undercity	Br/CidadeSobACidade
UndergroundCity	Br/CidadeNoSubsolo
UndergroundMonkey	Br/MacacoDoSubsolo
UnderhandedHero	Br/HeroiGatuno
UnderwaterBase	Br/BaseSubaquatica
UnexpectedReactionsToThisIndex	Br/ReacoesInesperadasAEsteIndice
UnfazedEveryman	Br/SujeitoInabalavel
UnfortunateImplications	Br/ImplicacoesInfelizes
UngratefulBastard	Br/CanalhaIngrato
UnholyGround	Br/SoloProfano
UnintentionalPeriodPiece	Br/ObraDeEpocaNaoIntencional
UnintentionalPeriodPiece	Br/TrabalhoNaoIntencionalmenteDeEpoca
UnintentionallyKarmic	Br/KarmicoNaoIntencional
UnintentionallySympathetic	Br/SimpatiaNaoIntencional
UnitedEurope	Br/EuropaUnida
UnlikelyHero	Br/HeroiImprovavel
UnlikelySpare	Br/ItemReservaImprovavel
UnnecessarilyLargeInterior	Br/InteriorDesnecessariamenteGrande
UnpleasableFanbase	Br/FaClubeIngrato
UnprocessedResignation	Br/DemissaoNaoProcessada
UnprovokedPervertPayback	Br/RevidarOPervertidoNaoIntencional
UnreliableNarrator	Br/NarradorNaoConfiavel
UnresolvedSexualTension	Br/TensaoSexualNaoResolvida
UnscientificScience	Br/CienciaIncientifica
UnscrupulousHero	Br/HeroiInescrupuloso
UnspokenPlanGuarantee	Br/GarantiaDoPlanoNaoDito
UnstableEquilibrium	Br/EquilibrioInstavel
UnstablePoweredWoman	Br/PoderosaMulherInstavel
UnstoppableRage	Br/FuriaIncontrolavel
UnsuccessfulPetAdoption	Br/AdocaoMalSucedidaDeAnimal
UnsympatheticComedyProtagonist	Br/ProtagonistaDeComediaNadaSimpatico
UnusualChapterNumbers	Br/NumerosDeCapituloIncomuns
UnusualEuphemism	Br/EufemismoIncomum
UnusuallyUninterestingSight	Br/VistaIncomumDesinteressante
UnwantedFalseFaith	Br/FalsaFeIndesejada
UnwantedRescue	Br/ResgateIndesejado
UnwittingInstigatorOfDoom	Br/InstigadorInvoluntarioDoCaos
UnwittingPawn	Br/PeaoInvoluntario
UpbringingMakesTheHero	Br/AEducacaoFazOHeroi
UrExample	Br/UrExemplo
UrbanHellscape	Br/InfernoUrbano
UrbanRuins	Br/RuinasUrbanas
UrbanSegregation	Br/SegregacaoUrbana
UriahGambit	Br/GambitoDeUrias
UsedToBeASweetKid	Br/CostumavaSerUmBomGaroto
UsefulNotes	BrNotasUteis
UsefulNotes/ArcadeGame	BrNotasUteis/JogosDeArcade
UsefulNotes/ColdWar	BrNotasUteis/GuerraFria
UsefulNotes/LogicalFallacies	BrNotasUteis/FalaciasLogicas
UsefulNotes/NaziGermany	BrNotasUteis/AlemanhaNazista
UsefulNotes/NintendoEntertainmentSystem	BrNotasUteis/NintendoEntertainmentSystem
UsefulNotes/PrimeTime	BrNotasUteis/HorarioNobre
UsefulNotes/ProfessionalWrestling	BrNotasUteis/LutaLivreProfissional
UsefulNotes/QueenVictoria	BrNotasUteis/RainhaVictoria
UsefulNotes/SpanishCivilWar	BrNotasUteis/GuerraCivilEspanhola
UsefulNotes/TVStrikes	BrNotasUteis/GrevesNoMeioTelevisivo
UsefulNotes/TheCrusades	BrNotasUteis/AsCruzadas
UsefulNotes/TheGreatVideoGameCrashOf1983	BrNotasUteis/CriseDosVideogamesDe1983
UsefulNotes/TheKnightsHospitallers	BrNotasUteis/OrdemDeMalta
UsefulNotes/TheKnightsTemplar	BrNotasUteis/OrdemDosTemplarios
UsefulNotes/TheRuralPurge	BrNotasUteis/ExpurgoRural
UsefulNotes/TheTeutonicKnights	BrNotasUteis/OrdemTeutonica
UsefulNotes/TheWarOnTerror	BrNotasUteis/AGuerraAoTerror
UsefulNotes/WorldWarI	BrNotasUteis/PrimeiraGuerraMundial
UsefulNotes/WorldWarII	BrNotasUteis/SegundaGuerraMundial
UsefulNotes/{{Mercury}}	BrNotasUteis/{{Mercurio}}
UtopiaJustifiesTheMeans	Br/UtopiaJustificaOsMeios
ValleyGirl	Br/GarotaDoVale
ValuesDissonance	Br/DissonanciaDeValores
VanillaUnit	Br/UnidadePadrao
VasquezAlwaysDies	Br/VasquezSempreMorre
VegetarianForADay	Br/VegetarianoPorUmDia
VerbalTic	Br/TiqueVerbal
VeryLooselyBasedOnATrueStory	Br/VagamenteBaseadoEmUmaHistoriaReal
VestigialEmpire	Br/ImperioResidual
ViceCity	Br/CidadeDosVicios
VictoryIsBoring	Br/VencerEChato
VideoGame	BrVideoGame
VideoGame3DLeap	Br/SaltoDeVideogameParaO3D
VideoGameCrueltyPunishment	Br/PunicaoDosVideogamesPelaCrueldade
VideoGameLives	Br/VidasDeVideogame
VideoGameSettings	Br/AmbientacoesDeVideogame
ViewersAreGeniuses	Br/EspectadoresSaoGenios
ViewersAreGoldfish	Br/EspectadoresSaoPeixinhosDourados
ViewersAreMorons	Br/EspectadoresSaoIdiotas
VillainBasedFranchise	Br/FranquiaBaseadaEmViloes
VillainDecay	Br/DecaimentoVilanico
VillainExitStageLeft	Br/SaidaDoVilaoPelaEsquerda
VillainHasAPoint	Br/OVilaoTemRazao
VillainKiller	Br/MatadorDeViloes
VillainProtagonist	Br/VilaoProtagonista
VillainWithGoodPublicity	Br/VilaoComBoaPublicidade
VillainWorld	Br/MundoDeViloes
VillainWorld	Br/MundoVilanesco
VillainousBSOD	Br/ColapsoVilanico
VillainousBadlandHeroicArcadia	Br/DesolacaoVilanicaArcadiaHeroica
VillainousLineage	Br/LinhagemVilanesca
VillainousPlanInertia	Br/InerciaDoPlanoDoMal
VillainsActHeroesReact	Br/ViloesAgemHeroisReagem
VindicatedByHistory	Br/VingadoPelaHistoria
ViolentlyProtectiveGirlfriend	Br/NamoradaViolentamenteProtetora
VirtueIsWeakness	Br/VirtudeEFraqueza
VirtuousBees	Br/AbelhasVirtuosas
VirtuousCharacterCopy	Br/CopiaVirtuosaDePersonagem
VirtuousVegetarianism	Br/VegetarianismoVirtuoso
VisionaryVillain	Br/VilaoVisionario
VisualInnuendo	Br/InsinuacaoVisual
VisualPun	Br/TrocadalhoVisual
VisualTitleDrop	Br/MostrarONome
VocalMinority	Br/MinoriaVocal
VolcanoLair	Br/CovilVulcanico
VulgarHumor	Br/HumorVulgar
WackyHomeroom	Br/SalaDeAulaMaluca
WackyStartupWorkplace	Br/AmbienteMalucoDeStartup
WackyWaysideTribe	Br/EstradaComUmaTriboEstranha
Wackyland	Br/{{Bizarrolandia}}
WagTheDirector	Br/SacudirODiretor
WainscotSociety	Br/SociedadeLambril
WakeUpCallBoss	Br/ChefeDeAlerta
WakeUpGoToSchoolSaveTheWorld	Br/AcordarIrPraEscolaSalvarOMundo
WalkingTheEarth	Br/AndarPelaTerra
WallAroundTheWorld	Br/MuroAtravesDoMundo
WanderingCulture	Br/CulturaNomade
Wangst	Br/{{Choradeira}}
WantingIsBetterThanHaving	Br/QuererEMelhorQueTer
WarHero	Br/HeroiDeGuerra
WarriorHeaven	Br/CeuDosGuerreiros
WarriorMonk	Br/MongeGuerreiro
WartimeWedding	Br/CasamentoEmTemposDeGuerra
WasTooHardOnHim	Br/FoiMuitoDuroComEle
WasTooHardOnHim	Br/FuiMuitoDuroComEle
Watershed	Br/MudancaDeAguas
WeHaveBecomeComplacent	Br/NosTornamosComplacentes
WeHelpTheHelpless	Br/NosAmparamosOsDesamparados
WeWantOurIdiotBack	Br/QueremosNossoIdiotaDeVolta
WeWantOurJerkBack	Br/QueremosNossoBabacaDeVolta
WeWillNotUseAnIndexInTheFuture	Br/NoFuturoNosNaoUsaremosEsteIndice
WeWillUseLasersInTheFuture	Br/NoFuturoNosUsaremosLasers
WeakButSkilled	Br/FracoMasHabilidoso
WeakButSkilled	Br/FracoPoremHabilidoso
WeakerTwinSavesTheDay	Br/OGemeoMaisFracoSalvaODia
WealthyPhilanthropist	Br/FilantropistaRico
WeaselWords	Br/PalavrasDoninha
WeaselWords	Br/PalavrasEvasivas
Webcomic	BrQuadrinhosWeb
WeirdnessCensor	Br/CensorDeEsquisitice
WeirdnessMagnet	Br/ImaDeEsquisitice
WelcomeBackTraitor	Br/BemVindoDeVoltaTraidor
WellDoneSonGuy	Br/CaraDoBomTrabalhoFilho
WellDoneSonGuy	Br/CaraDoMuitoBemFilho
WellIntentionedExtremist	Br/ExtremistaBemIntencionado
WellThisIsNotThatTrope	Br/BomEsteNaoEEsseTropo
WesternAnimation	BrAnimacaoOcidental
WesternAnimation/EdEddNEddy	BrAnimacaoOcidental/DuDuduEEdu
WesternAnimation/FamilyGuy	BrAnimacaoOcidental/UmaFamiliaDaPesada
WesternAnimation/InsideJob2021	BrAnimacaoOcidental/DepartamentoDeConspiracoes
WesternAnimation/InvaderZim	BrAnimacaoOcidental/InvasorZim
WesternAnimation/KuboAndTheTwoStrings	BrAnimacaoOcidental/KuboEAsCordasMagicas
WesternAnimation/MickeyMouse	BrAnimacaoOcidental/MickeyMouse
WesternAnimation/OswaldTheLuckyRabbit	BrAnimacaoOcidental/OswaldoOCoelhoSortudo
WesternAnimation/RickAndMorty	BrAnimacaoOcidental/RickEMorty
WesternAnimation/SpongeBobSquarePants	BrAnimacaoOcidental/BobEsponjaCalcaQuadrada
WesternAnimation/TheJetsons	BrAnimacaoOcidental/OsJetsons
WesternAnimation/TheLEGOMovie	BrAnimacaoOcidental/UmaAventuraLego
WesternAnimation/TheLegendOfKorra	BrAnimacaoOcidental/ALendaDeKorra
WesternAnimation/TheSimpsons	BrAnimacaoOcidental/OsSimpsons
WesternAnimation/TheVentureBrothers	BrAnimacaoOcidental/OsIrmaosAventura
WhamEpisode	Br/AqueleEpisodio
WhamLine	Br/AquelaFrase
WhatASenselessWasteOfHumanLife	Br/QueDesperdicioInutilDeVidaHumana
WhatCouldHaveBeen	Br/OQuePoderiaTerSido
WhatDoYouMeanItsNotDidactic	Br/ComoAssimNaoEDidatico
WhatDoYouMeanItsNotForKids	Br/ComoAssimNaoEParaCriancas
WhatHappenedToTheMouse	Br/MasOQueHouveComORato
WhatIsEvil	Br/OQueEOMal
WhatMeasureIsAMook	Br/QuantoValeUmCapanga
WhatTheHellHero	Br/QueMerdaEEssaHeroi
WhatTheHellPlayer	Br/QueMerdaEEssaJogador
WheelchairWoobie	Br/CoitadinhoCadeirante
WhenAllYouHaveIsAHammer	Br/QuandoTudoQueSeTemEUmMartelo
WhereAreTheyNowEpilogue	Br/EpilogoDeOndeElesEstaoAgora
WhereTheHellIsSpringfield	Br/OndeRaiosFicaSpringfield
WhereTheMagicWent	Br/ParaOndeFoiAMagia
WhiteIsPure	Br/BrancoEPuro
WhiteMagic	Br/MagiaBranca
WhiteMagicianGirl	Br/GarotaMagaBranca
WhiteMaleLead	Br/HomemBrancoLider
WhiteMansBurden	Br/FardoDoHomemBranco
WhiteSheep	Br/OvelhaBranca
WhiteVoidRoom	Br/SalaVaziaBranca
WhoNamesTheirKidDude	Br/QuemChamaOFilhoDeMano
Whodunnit	Br/QuemFezIsso
WholeEpisodeFlashback	Br/EpisodioDeRecordacao
WhosLaughingNow	Br/QuemEstaRindoAgora
WhyDidItHaveToBeSnakes	Br/PorQueTinhaQueSerCobras
WhyFandomCantHaveNiceThings	Br/PorIssoQueOFandomNaoPodeTerCoisasBoas
WikiWalk	Br/WikiPasseio
WildCard	Br/OCoringa
WildWest	Br/VelhoOeste
WildWest	Br/{{Faroeste}}
WildWilderness	Br/SelvaSelvagem
WillTheyOrWontThey	Br/SeraQueElesVaoOuNao
WillingSuspensionOfDisbelief	Br/SuspensaoVoluntariaDaDescrenca
WinBackTheCrowd	Br/ReconquistarOPublico
WindmillScenery	Br/PaisagemComMoinhosDeVento
WindsOfDestinyChange	Br/VentosDoDestinoMudem
WiseBeyondTheirYears	Br/MaisSabioDoQueAparenta
WiseOldTurtle	Br/VelhaESabiaTartaruga
WiseTree	Br/ArvoreSabia
WishFulfillment	Br/SatisfacaoDeDesejos
WithGreatPowerComesGreatResponsibility	Br/ComGrandesPoderesVemGrandesResponsabilidades
WithUsOrAgainstUs	Br/ConoscoOuContraNos
WithholdingTheBigGood	Br/SegurarOGrandeBem
WithinArmsReach	Br/AoAlcanceDaMao
WizardingSchool	Br/EscolaDeMagia
WolverinePublicity	Br/PropagandaWolverine
WomanlinessAsPathos	Br/FeminilidadeComoPathos
WombLevel	Br/FaseDeVentre
WonderChild	Br/CriancaMaravilhosa
WonderfulWerewolf	Br/LobisomemMaravilhoso
WoobieDestroyerOfWorlds	Br/CoitadinhoODestruidorDeMundos
WoobieFamily	Br/FamiliaDeCoitadinhos
WoobieOfTheWeek	Br/CoitadinhoDaSemana
WoobieSpecies	Br/EspecieDeCoitadinhos
WoodenShipsAndIronMen	Br/NaviosDeMadeiraEHomensDeFerro
WordOfGod	Br/PalavraDeDeus
WordSaladHumor	Br/HumorSaladaDeFrutas
WordSequel	Br/SequenciaComPalavra
WorkingClassHero	Br/HeroiDaClasseTrabalhadora
WorkingTitle	Br/TituloTemporario
WorkplaceHorror	Br/HorroresNoLocalDeTrabalho
WorksAboutTheHolocaust	Br/ObrasSobreOHolocausto
WorksSetInWorldWarI	Br/ObrasAmbientadasNaPrimeiraGuerraMundial
WorksSetInWorldWarII	Br/ObrasAmbientadasNaSegundaGuerraMundial
WorldGoneMad	Br/MundoEnlouquecido
WorldHealingWave	Br/OndaDeCuraGlobal
WorldInTheSky	Br/MundoNoCeu
WorldOfBadass	Br/MundoDeFodoes
WorldOfChaos	Br/MundoDeCaos
WorldOfJerkass	Br/MundoDeBabacas
WorldOfPun	Br/MundoDeTrocadilhos
WorldOfSnark	Br/{{Sarcasmolandia}}
WorldOfSymbolism	Br/MundoDeSimbolismo
WorldOfWeirdness	Br/MundoDeEsquisitice
WorldShapes	Br/FormasDeMundo
WorldTour	Br/TurneMundial
WorstNewsJudgementEver	Br/PessimaPrioridadeDeNoticias
WorstNewsJudgmentEver	Br/PessimaPrioridadeDeNoticias
WouldntHitAGirl	Br/NaoBateriaEmUmaGarota
WouldntHurtAChild	Br/NaoMachucariaUmaCrianca
WoundedHeroWeakerHelper	Br/HeroiFeridoAjudanteFraco
WriteWhatYouKnow	Br/EscrevaOQueVoceConhece
WriterCopOut	Br/EsquivaDoAutor
WriterOnBoard	Br/EscritorABordo
WritersCannotDoMath	Br/EscritoresNaoSabemMatematica
WritersCannotDoMath	Br/RoteiristasNaoSabemMatematica
WritingPitfallIndex	Br/IndiceDeArmadilhasDeRoteiro
WrittenByTheWinners	Br/EscritoPelosVencedores
WrongGenreSavvy	Br/LigadoNoGeneroErrado
WrongSideOfTheTracks	Br/LadoErradoDosTrilhos
WrongTurnAtAlbuquerque	Br/CurvaErradaEmAlbuquerque
XMarksTheHero	Br/OXMarcaOHeroi
XanatosGambit	Br/GambitoDeXanatos
XanatosSpeedChess	Br/XadrezRapidoDeXanatos
Xenafication	Br/{{Xenaficacao}}
YankTheDogsChain	Br/PuxarACorrenteDoCachorro
YaoiGenre	Br/GeneroYaoi
YeOldeNuclearSilo	Br/OVelhoSiloNuclear
YoYoPlotPoint	Br/IoioDeTrama
YouAlreadyChangedThePast	Br/VoceJaMudouOPassado
YouAreFat	Br/VoceEGordo
YouAreWhatYouHate	Br/VoceEOQueVoceOdeia
YouBastard	Br/SeuCanalha
YouCannotGraspTheTrueForm	Br/VoceNaoConsegueEntenderAFormaReal
YouCantKillWhatsAlreadyDead	Br/VoceNaoPodeMatarOQueJaEstaMorto
YouCantThwartStageOne	Br/VoceNaoPodeImpedirOEstagioUm
YouCouldHaveUsedYourPowersForGood	Br/VocePoderiaTerUsadoSeusPoderesParaOBem
YouFool	Br/SeuTolo
YouHaveGotToBeKiddingMe	Br/VoceSoPodeEstarDeBrincadeira
YouJustToldMe	Br/VoceAcabouDeMeDizer
YouKilledMyFather	Br/VoceMatouMeuPai
YouMeddlingKids	Br/SuasCriancasEnxeridas
YouMustBeCold	Br/VoceDeveEstarComFrio
YouRebelScum	Br/SuaEscoriaRebelde
YouRebelScum	Br/SuaRaleRebelde
YouShouldntKnowThisAlready	Br/VoceNaoDeveriaSaberDissoAgora
YouWatchTooMuchX	Br/VoceEstaVendoMuitoX
YouWouldNotWantToLiveInDex	Br/VoceNaoVaiQuererViverNesteIndice
YouWouldntLikeMeWhenImAngry	Br/VoceNaoVaiQuererMeVerFurioso
YoungerAndHipper	Br/MaisJovemEDescolado
YourApprovalFillsMeWithShame	Br/SuaAprovacaoMeEncheDeVergonha
YourDaysAreNumbered	Br/SeusDiasEstaoContados
YourMagicsNoGoodHere	Br/SuaMagiaNaoFuncionaNestasBandas
YourPrincessIsInAnotherCastle	Br/SuaPrincesaEstaEmOutroCastelo
YoureInsane	Br/VoceELouco
YuriGenre	Br/GeneroYuri
